original_row_index,Plasmid accession,Plasmid name,strain name,Gene,tblastn_pident,blastn_pident,delta_pident,tblastn_qcovs,blastn_qcovs,delta_qcovs,abs_delta_pident,abs_delta_qcovs
40,CU459137.1,p1ABAYE,AYE,ABUW_4005,,,,,,,,
40,CU459137.1,p1ABAYE,AYE,ABUW_4006,,,,,,,,
40,CU459137.1,p1ABAYE,AYE,ABUW_4007,,,,,,,,
40,CU459137.1,p1ABAYE,AYE,ABUW_4094,,,,,,,,
41,CU459138.1,p2ABAYE,AYE,ABUW_4004,,,,,,,,
41,CU459138.1,p2ABAYE,AYE,ABUW_4005,,,,,,,,
41,CU459138.1,p2ABAYE,AYE,ABUW_4006,,,,,,,,
41,CU459138.1,p2ABAYE,AYE,ABUW_4007,,,,,,,,
41,CU459138.1,p2ABAYE,AYE,ABUW_4094,,,,,,,,
42,CU459139.1,p4ABAYE,AYE,ABUW_4004,,,,,,,,
42,CU459139.1,p4ABAYE,AYE,ABUW_4005,,,,,,,,
42,CU459139.1,p4ABAYE,AYE,ABUW_4006,,,,,,,,
42,CU459139.1,p4ABAYE,AYE,ABUW_4007,,,,,,,,
42,CU459139.1,p4ABAYE,AYE,ABUW_4094,,,,,,,,
43,CU459139.1,p4ABAYE,AYE,ABUW_4004,,,,,,,,
43,CU459139.1,p4ABAYE,AYE,ABUW_4005,,,,,,,,
43,CU459139.1,p4ABAYE,AYE,ABUW_4006,,,,,,,,
43,CU459139.1,p4ABAYE,AYE,ABUW_4007,,,,,,,,
43,CU459139.1,p4ABAYE,AYE,ABUW_4094,,,,,,,,
44,CU459140.1,p3ABAYE,AYE,ABUW_4004,,,,,,,,
44,CU459140.1,p3ABAYE,AYE,ABUW_4005,,,,,,,,
44,CU459140.1,p3ABAYE,AYE,ABUW_4006,,,,,,,,
44,CU459140.1,p3ABAYE,AYE,ABUW_4007,,,,,,,,
44,CU459140.1,p3ABAYE,AYE,ABUW_4094,,,,,,,,
46,HG977525.1,pCS01C,CS01,ABUW_4004,,,,,,,,
46,HG977525.1,pCS01C,CS01,ABUW_4005,,,,,,,,
46,HG977525.1,pCS01C,CS01,ABUW_4006,,,,,,,,
46,HG977525.1,pCS01C,CS01,ABUW_4007,,,,,,,,
46,HG977525.1,pCS01C,CS01,ABUW_4094,,,,,,,,
48,HG977529.1,pCR17C,CR17,ABUW_4004,,,,,,,,
48,HG977529.1,pCR17C,CR17,ABUW_4005,,,,,,,,
48,HG977529.1,pCR17C,CR17,ABUW_4006,,,,,,,,
48,HG977529.1,pCR17C,CR17,ABUW_4007,,,,,,,,
48,HG977529.1,pCR17C,CR17,ABUW_4094,,,,,,,,
49,LN833432.1,pNDM-32,CHI-32,ABUW_4004,,,,,,,,
49,LN833432.1,pNDM-32,CHI-32,ABUW_4005,,,,,,,,
49,LN833432.1,pNDM-32,CHI-32,ABUW_4006,,,,,,,,
49,LN833432.1,pNDM-32,CHI-32,ABUW_4007,,,,,,,,
49,LN833432.1,pNDM-32,CHI-32,ABUW_4094,,,,,,,,
50,LT605060.1,pNCTC7364,NCTC7364,ABUW_4004,,,,,,,,
50,LT605060.1,pNCTC7364,NCTC7364,ABUW_4005,,,,,,,,
50,LT605060.1,pNCTC7364,NCTC7364,ABUW_4006,,,,,,,,
50,LT605060.1,pNCTC7364,NCTC7364,ABUW_4007,,,,,,,,
50,LT605060.1,pNCTC7364,NCTC7364,ABUW_4094,,,,,,,,
51,LN865144.1,pCIP70.10,CIP70.10,ABUW_4004,,,,,,,,
51,LN865144.1,pCIP70.10,CIP70.10,ABUW_4005,,,,,,,,
51,LN865144.1,pCIP70.10,CIP70.10,ABUW_4006,,,,,,,,
51,LN865144.1,pCIP70.10,CIP70.10,ABUW_4007,,,,,,,,
51,LN865144.1,pCIP70.10,CIP70.10,ABUW_4094,,,,,,,,
52,LN997847.1,pR2091,R2091,ABUW_4004,,,,,,,,
52,LN997847.1,pR2091,R2091,ABUW_4005,,,,,,,,
52,LN997847.1,pR2091,R2091,ABUW_4006,,,,,,,,
52,LN997847.1,pR2091,R2091,ABUW_4007,,,,,,,,
52,LN997847.1,pR2091,R2091,ABUW_4094,,,,,,,,
53,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4004,,,,,,,,
53,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4005,,,,,,,,
53,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4006,,,,,,,,
53,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4007,,,,,,,,
53,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4094,,,,,,,,
54,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4004,,,,,,,,
54,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4005,,,,,,,,
54,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4006,,,,,,,,
54,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4007,,,,,,,,
54,LR026972.1,pKCRI-28-1,RDK36_28,ABUW_4094,,,,,,,,
55,LR026973.1,pKCRI-43-1,RDK37_43,ABUW_4004,,,,,,,,
55,LR026973.1,pKCRI-43-1,RDK37_43,ABUW_4005,,,,,,,,
55,LR026973.1,pKCRI-43-1,RDK37_43,ABUW_4006,,,,,,,,
55,LR026973.1,pKCRI-43-1,RDK37_43,ABUW_4007,,,,,,,,
55,LR026973.1,pKCRI-43-1,RDK37_43,ABUW_4094,,,,,,,,
56,LR026974.1,pKCRI-49-1,RDK39_49,ABUW_4004,,,,,,,,
56,LR026974.1,pKCRI-49-1,RDK39_49,ABUW_4005,,,,,,,,
56,LR026974.1,pKCRI-49-1,RDK39_49,ABUW_4006,,,,,,,,
56,LR026974.1,pKCRI-49-1,RDK39_49,ABUW_4007,,,,,,,,
56,LR026974.1,pKCRI-49-1,RDK39_49,ABUW_4094,,,,,,,,
57,AFCZ02000003.1,pOIFC032-101,OIFC032,ABUW_4004,,,,,,,,
57,AFCZ02000003.1,pOIFC032-101,OIFC032,ABUW_4005,,,,,,,,
57,AFCZ02000003.1,pOIFC032-101,OIFC032,ABUW_4006,,,,,,,,
57,AFCZ02000003.1,pOIFC032-101,OIFC032,ABUW_4007,,,,,,,,
57,AFCZ02000003.1,pOIFC032-101,OIFC032,ABUW_4094,,,,,,,,
58,AFDM01000010.1,pOIFC189-111,OIFC189,ABUW_4004,,,,,,,,
58,AFDM01000010.1,pOIFC189-111,OIFC189,ABUW_4005,,,,,,,,
58,AFDM01000010.1,pOIFC189-111,OIFC189,ABUW_4006,,,,,,,,
58,AFDM01000010.1,pOIFC189-111,OIFC189,ABUW_4007,,,,,,,,
58,AFDM01000010.1,pOIFC189-111,OIFC189,ABUW_4094,,,,,,,,
59,AFDA02000006.1,pNaval18-6.1,Naval-18,ABUW_4004,,,,,,,,
59,AFDA02000006.1,pNaval18-6.1,Naval-18,ABUW_4005,,,,,,,,
59,AFDA02000006.1,pNaval18-6.1,Naval-18,ABUW_4006,,,,,,,,
59,AFDA02000006.1,pNaval18-6.1,Naval-18,ABUW_4007,,,,,,,,
59,AFDA02000006.1,pNaval18-6.1,Naval-18,ABUW_4094,,,,,,,,
60,AFDA02000008.1,pNaval18-8.4,Naval-18,ABUW_4004,,,,,,,,
60,AFDA02000008.1,pNaval18-8.4,Naval-18,ABUW_4005,,,,,,,,
60,AFDA02000008.1,pNaval18-8.4,Naval-18,ABUW_4006,,,,,,,,
60,AFDA02000008.1,pNaval18-8.4,Naval-18,ABUW_4007,,,,,,,,
60,AFDA02000008.1,pNaval18-8.4,Naval-18,ABUW_4094,,,,,,,,
61,AFDA02000009.1,pNaval18-131,Naval-18,ABUW_4004,,,,,,,,
61,AFDA02000009.1,pNaval18-131,Naval-18,ABUW_4005,,,,,,,,
61,AFDA02000009.1,pNaval18-131,Naval-18,ABUW_4006,,,,,,,,
61,AFDA02000009.1,pNaval18-131,Naval-18,ABUW_4007,,,,,,,,
61,AFDA02000009.1,pNaval18-131,Naval-18,ABUW_4094,,,,,,,,
62,AFDA02000010.1,pNaval18-5.7,Naval-18,ABUW_4004,,,,,,,,
62,AFDA02000010.1,pNaval18-5.7,Naval-18,ABUW_4005,,,,,,,,
62,AFDA02000010.1,pNaval18-5.7,Naval-18,ABUW_4006,,,,,,,,
62,AFDA02000010.1,pNaval18-5.7,Naval-18,ABUW_4007,,,,,,,,
62,AFDA02000010.1,pNaval18-5.7,Naval-18,ABUW_4094,,,,,,,,
63,AFDA02000011.1,pNaval18-7.0,Naval-18,ABUW_4004,,,,,,,,
63,AFDA02000011.1,pNaval18-7.0,Naval-18,ABUW_4005,,,,,,,,
63,AFDA02000011.1,pNaval18-7.0,Naval-18,ABUW_4006,,,,,,,,
63,AFDA02000011.1,pNaval18-7.0,Naval-18,ABUW_4007,,,,,,,,
63,AFDA02000011.1,pNaval18-7.0,Naval-18,ABUW_4094,,,,,,,,
64,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4004,,,,,,,,
64,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4005,,,,,,,,
64,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4006,,,,,,,,
64,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4007,,,,,,,,
64,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4094,,,,,,,,
65,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4004,,,,,,,,
65,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4005,,,,,,,,
65,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4006,,,,,,,,
65,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4007,,,,,,,,
65,AFDB02000003.1,pNaval81-26,Naval-81,ABUW_4094,,,,,,,,
67,AFDB02000005.1,pNaval81-13,Naval-81,ABUW_4004,,,,,,,,
67,AFDB02000005.1,pNaval81-13,Naval-81,ABUW_4005,,,,,,,,
67,AFDB02000005.1,pNaval81-13,Naval-81,ABUW_4006,,,,,,,,
67,AFDB02000005.1,pNaval81-13,Naval-81,ABUW_4007,,,,,,,,
67,AFDB02000005.1,pNaval81-13,Naval-81,ABUW_4094,,,,,,,,
68,ALAL01000013.1,pOIFC109-122,OIFC109,ABUW_4004,,,,,,,,
68,ALAL01000013.1,pOIFC109-122,OIFC109,ABUW_4005,,,,,,,,
68,ALAL01000013.1,pOIFC109-122,OIFC109,ABUW_4006,,,,,,,,
68,ALAL01000013.1,pOIFC109-122,OIFC109,ABUW_4007,,,,,,,,
68,ALAL01000013.1,pOIFC109-122,OIFC109,ABUW_4094,,,,,,,,
69,AFDN01000003.1,pCanadaBC5-8.7,Canada BC-5,ABUW_4004,,,,,,,,
69,AFDN01000003.1,pCanadaBC5-8.7,Canada BC-5,ABUW_4005,,,,,,,,
69,AFDN01000003.1,pCanadaBC5-8.7,Canada BC-5,ABUW_4006,,,,,,,,
69,AFDN01000003.1,pCanadaBC5-8.7,Canada BC-5,ABUW_4007,,,,,,,,
69,AFDN01000003.1,pCanadaBC5-8.7,Canada BC-5,ABUW_4094,,,,,,,,
70,AFDK01000004.1,pOIFC137-122,OIFC137,ABUW_4004,,,,,,,,
70,AFDK01000004.1,pOIFC137-122,OIFC137,ABUW_4005,,,,,,,,
70,AFDK01000004.1,pOIFC137-122,OIFC137,ABUW_4006,,,,,,,,
70,AFDK01000004.1,pOIFC137-122,OIFC137,ABUW_4007,,,,,,,,
70,AFDK01000004.1,pOIFC137-122,OIFC137,ABUW_4094,,,,,,,,
71,ALII01000018.1,pIS123-12,IS-123,ABUW_4004,,,,,,,,
71,ALII01000018.1,pIS123-12,IS-123,ABUW_4005,,,,,,,,
71,ALII01000018.1,pIS123-12,IS-123,ABUW_4006,,,,,,,,
71,ALII01000018.1,pIS123-12,IS-123,ABUW_4007,,,,,,,,
71,ALII01000018.1,pIS123-12,IS-123,ABUW_4094,,,,,,,,
72,ALII01000019.1,pIS123-18,IS-123,ABUW_4004,,,,,,,,
72,ALII01000019.1,pIS123-18,IS-123,ABUW_4005,,,,,,,,
72,ALII01000019.1,pIS123-18,IS-123,ABUW_4006,,,,,,,,
72,ALII01000019.1,pIS123-18,IS-123,ABUW_4007,,,,,,,,
72,ALII01000019.1,pIS123-18,IS-123,ABUW_4094,,,,,,,,
74,AFDO01000021.1,pNaval17-13,Naval-17,ABUW_4004,,,,,,,,
74,AFDO01000021.1,pNaval17-13,Naval-17,ABUW_4005,,,,,,,,
74,AFDO01000021.1,pNaval17-13,Naval-17,ABUW_4006,,,,,,,,
74,AFDO01000021.1,pNaval17-13,Naval-17,ABUW_4007,,,,,,,,
74,AFDO01000021.1,pNaval17-13,Naval-17,ABUW_4094,,,,,,,,
75,AFDL01000005.1,pOIFC143-2.3,OIFC143,ABUW_4004,,,,,,,,
75,AFDL01000005.1,pOIFC143-2.3,OIFC143,ABUW_4005,,,,,,,,
75,AFDL01000005.1,pOIFC143-2.3,OIFC143,ABUW_4006,,,,,,,,
75,AFDL01000005.1,pOIFC143-2.3,OIFC143,ABUW_4007,,,,,,,,
75,AFDL01000005.1,pOIFC143-2.3,OIFC143,ABUW_4094,,,,,,,,
77,AFDL01000008.1,pOIFC143-128,OIFC143,ABUW_4004,,,,,,,,
77,AFDL01000008.1,pOIFC143-128,OIFC143,ABUW_4005,,,,,,,,
77,AFDL01000008.1,pOIFC143-128,OIFC143,ABUW_4006,,,,,,,,
77,AFDL01000008.1,pOIFC143-128,OIFC143,ABUW_4007,,,,,,,,
77,AFDL01000008.1,pOIFC143-128,OIFC143,ABUW_4094,,,,,,,,
78,CP007550.1,pAC12,AC12,ABUW_4004,,,,,,,,
78,CP007550.1,pAC12,AC12,ABUW_4005,,,,,,,,
78,CP007550.1,pAC12,AC12,ABUW_4006,,,,,,,,
78,CP007550.1,pAC12,AC12,ABUW_4007,,,,,,,,
78,CP007550.1,pAC12,AC12,ABUW_4094,,,,,,,,
79,CP007578.1,pAC30a,AC30,ABUW_4004,,,,,,,,
79,CP007578.1,pAC30a,AC30,ABUW_4005,,,,,,,,
79,CP007578.1,pAC30a,AC30,ABUW_4006,,,,,,,,
79,CP007578.1,pAC30a,AC30,ABUW_4007,,,,,,,,
79,CP007578.1,pAC30a,AC30,ABUW_4094,,,,,,,,
80,CP007579.1,pAC30b,AC30,ABUW_4004,,,,,,,,
80,CP007579.1,pAC30b,AC30,ABUW_4005,,,,,,,,
80,CP007579.1,pAC30b,AC30,ABUW_4006,,,,,,,,
80,CP007579.1,pAC30b,AC30,ABUW_4007,,,,,,,,
80,CP007579.1,pAC30b,AC30,ABUW_4094,,,,,,,,
82,AEPA01000395.1,p1ABST25,4190,ABUW_4004,,,,,,,,
82,AEPA01000395.1,p1ABST25,4190,ABUW_4005,,,,,,,,
82,AEPA01000395.1,p1ABST25,4190,ABUW_4006,,,,,,,,
82,AEPA01000395.1,p1ABST25,4190,ABUW_4007,,,,,,,,
82,AEPA01000395.1,p1ABST25,4190,ABUW_4094,,,,,,,,
83,AEPA01000396.1,p2ABST25,4190,ABUW_4004,,,,,,,,
83,AEPA01000396.1,p2ABST25,4190,ABUW_4005,,,,,,,,
83,AEPA01000396.1,p2ABST25,4190,ABUW_4006,,,,,,,,
83,AEPA01000396.1,p2ABST25,4190,ABUW_4007,,,,,,,,
83,AEPA01000396.1,p2ABST25,4190,ABUW_4094,,,,,,,,
85,AEOY01000096.1,p2ABST2,3990,ABUW_4004,,,,,,,,
85,AEOY01000096.1,p2ABST2,3990,ABUW_4005,,,,,,,,
85,AEOY01000096.1,p2ABST2,3990,ABUW_4006,,,,,,,,
85,AEOY01000096.1,p2ABST2,3990,ABUW_4007,,,,,,,,
85,AEOY01000096.1,p2ABST2,3990,ABUW_4094,,,,,,,,
86,AEOZ01000236.1,p1ABST78,3909,ABUW_4004,,,,,,,,
86,AEOZ01000236.1,p1ABST78,3909,ABUW_4005,,,,,,,,
86,AEOZ01000236.1,p1ABST78,3909,ABUW_4006,,,,,,,,
86,AEOZ01000236.1,p1ABST78,3909,ABUW_4007,,,,,,,,
86,AEOZ01000236.1,p1ABST78,3909,ABUW_4094,,,,,,,,
88,AYFH01000048.1,pABUH3a-8.2,UH7607,ABUW_4004,,,,,,,,
88,AYFH01000048.1,pABUH3a-8.2,UH7607,ABUW_4005,,,,,,,,
88,AYFH01000048.1,pABUH3a-8.2,UH7607,ABUW_4006,,,,,,,,
88,AYFH01000048.1,pABUH3a-8.2,UH7607,ABUW_4007,,,,,,,,
88,AYFH01000048.1,pABUH3a-8.2,UH7607,ABUW_4094,,,,,,,,
89,AYFH01000057.1,pABUH2b-5.4,UH7607,ABUW_4004,,,,,,,,
89,AYFH01000057.1,pABUH2b-5.4,UH7607,ABUW_4005,,,,,,,,
89,AYFH01000057.1,pABUH2b-5.4,UH7607,ABUW_4006,,,,,,,,
89,AYFH01000057.1,pABUH2b-5.4,UH7607,ABUW_4007,,,,,,,,
89,AYFH01000057.1,pABUH2b-5.4,UH7607,ABUW_4094,,,,,,,,
90,AYFW01000101.1,pABUH4-111,UH2107,ABUW_4004,,,,,,,,
90,AYFW01000101.1,pABUH4-111,UH2107,ABUW_4005,,,,,,,,
90,AYFW01000101.1,pABUH4-111,UH2107,ABUW_4006,,,,,,,,
90,AYFW01000101.1,pABUH4-111,UH2107,ABUW_4007,,,,,,,,
90,AYFW01000101.1,pABUH4-111,UH2107,ABUW_4094,,,,,,,,
91,AYFZ01000080.2,pABUH2a-5.6,UH19608,ABUW_4004,,,,,,,,
91,AYFZ01000080.2,pABUH2a-5.6,UH19608,ABUW_4005,,,,,,,,
91,AYFZ01000080.2,pABUH2a-5.6,UH19608,ABUW_4006,,,,,,,,
91,AYFZ01000080.2,pABUH2a-5.6,UH19608,ABUW_4007,,,,,,,,
91,AYFZ01000080.2,pABUH2a-5.6,UH19608,ABUW_4094,,,,,,,,
92,AYFZ01000083.1,pABUH3b-7.8,UH19608,ABUW_4004,,,,,,,,
92,AYFZ01000083.1,pABUH3b-7.8,UH19608,ABUW_4005,,,,,,,,
92,AYFZ01000083.1,pABUH3b-7.8,UH19608,ABUW_4006,,,,,,,,
92,AYFZ01000083.1,pABUH3b-7.8,UH19608,ABUW_4007,,,,,,,,
92,AYFZ01000083.1,pABUH3b-7.8,UH19608,ABUW_4094,,,,,,,,
93,AYOI01000002.1,pABUH5-114,UH10707,ABUW_4004,,,,,,,,
93,AYOI01000002.1,pABUH5-114,UH10707,ABUW_4005,,,,,,,,
93,AYOI01000002.1,pABUH5-114,UH10707,ABUW_4006,,,,,,,,
93,AYOI01000002.1,pABUH5-114,UH10707,ABUW_4007,,,,,,,,
93,AYOI01000002.1,pABUH5-114,UH10707,ABUW_4094,,,,,,,,
94,CP001183.2,pAB0057,AB0057,ABUW_4004,,,,,,,,
94,CP001183.2,pAB0057,AB0057,ABUW_4005,,,,,,,,
94,CP001183.2,pAB0057,AB0057,ABUW_4006,,,,,,,,
94,CP001183.2,pAB0057,AB0057,ABUW_4007,,,,,,,,
94,CP001183.2,pAB0057,AB0057,ABUW_4094,,,,,,,,
95,CP003501.1,pABTJ1,MDR-TJ,ABUW_4004,83.673,,,93,,,,
95,CP003501.1,pABTJ1,MDR-TJ,ABUW_4005,55.975,,,90,,,,
95,CP003501.1,pABTJ1,MDR-TJ,ABUW_4006,51.24,,,96,,,,
95,CP003501.1,pABTJ1,MDR-TJ,ABUW_4007,46.774,,,95,,,,
95,CP003501.1,pABTJ1,MDR-TJ,ABUW_4094,46.591,,,79,,,,
96,CP004359.1,pABTJ2,MDR-TJ,ABUW_4004,,,,,,,,
96,CP004359.1,pABTJ2,MDR-TJ,ABUW_4005,,,,,,,,
96,CP004359.1,pABTJ2,MDR-TJ,ABUW_4006,,,,,,,,
96,CP004359.1,pABTJ2,MDR-TJ,ABUW_4007,,,,,,,,
96,CP004359.1,pABTJ2,MDR-TJ,ABUW_4094,,,,,,,,
97,CP000864.1,pACICU1,ACICU,ABUW_4004,,,,,,,,
97,CP000864.1,pACICU1,ACICU,ABUW_4005,,,,,,,,
97,CP000864.1,pACICU1,ACICU,ABUW_4006,,,,,,,,
97,CP000864.1,pACICU1,ACICU,ABUW_4007,,,,,,,,
97,CP000864.1,pACICU1,ACICU,ABUW_4094,,,,,,,,
98,CP000864.1,pACICU1,ACICU,ABUW_4004,,,,,,,,
98,CP000864.1,pACICU1,ACICU,ABUW_4005,,,,,,,,
98,CP000864.1,pACICU1,ACICU,ABUW_4006,,,,,,,,
98,CP000864.1,pACICU1,ACICU,ABUW_4007,,,,,,,,
98,CP000864.1,pACICU1,ACICU,ABUW_4094,,,,,,,,
101,CP003968.1,pD1279779,D1279779,ABUW_4004,,,,,,,,
101,CP003968.1,pD1279779,D1279779,ABUW_4005,,,,,,,,
101,CP003968.1,pD1279779,D1279779,ABUW_4006,,,,,,,,
101,CP003968.1,pD1279779,D1279779,ABUW_4007,,,,,,,,
101,CP003968.1,pD1279779,D1279779,ABUW_4094,,,,,,,,
103,CP002523.1,p1ABTCDC0715,TCDC-AB0715,ABUW_4004,,,,,,,,
103,CP002523.1,p1ABTCDC0715,TCDC-AB0715,ABUW_4005,,,,,,,,
103,CP002523.1,p1ABTCDC0715,TCDC-AB0715,ABUW_4006,,,,,,,,
103,CP002523.1,p1ABTCDC0715,TCDC-AB0715,ABUW_4007,,,,,,,,
103,CP002523.1,p1ABTCDC0715,TCDC-AB0715,ABUW_4094,,,,,,,,
105,CP003887.1,p1BJAB07104,BJAB07104,ABUW_4004,83.673,,,93,,,,
105,CP003887.1,p1BJAB07104,BJAB07104,ABUW_4005,55.975,,,90,,,,
105,CP003887.1,p1BJAB07104,BJAB07104,ABUW_4006,51.24,,,96,,,,
105,CP003887.1,p1BJAB07104,BJAB07104,ABUW_4007,46.774,,,95,,,,
105,CP003887.1,p1BJAB07104,BJAB07104,ABUW_4094,46.591,,,79,,,,
106,CP003848.1,pBJAB0715,BJAB0715,ABUW_4004,,,,,,,,
106,CP003848.1,pBJAB0715,BJAB0715,ABUW_4005,,,,,,,,
106,CP003848.1,pBJAB0715,BJAB0715,ABUW_4006,,,,,,,,
106,CP003848.1,pBJAB0715,BJAB0715,ABUW_4007,,,,,,,,
106,CP003848.1,pBJAB0715,BJAB0715,ABUW_4094,,,,,,,,
107,CP003850.1,p1BJAB0868,BJAB0868,ABUW_4004,,,,,,,,
107,CP003850.1,p1BJAB0868,BJAB0868,ABUW_4005,,,,,,,,
107,CP003850.1,p1BJAB0868,BJAB0868,ABUW_4006,,,,,,,,
107,CP003850.1,p1BJAB0868,BJAB0868,ABUW_4007,,,,,,,,
107,CP003850.1,p1BJAB0868,BJAB0868,ABUW_4094,,,,,,,,
108,CP003888.1,p2BJAB0868,BJAB0868,ABUW_4004,83.673,,,93,,,,
108,CP003888.1,p2BJAB0868,BJAB0868,ABUW_4005,55.975,,,90,,,,
108,CP003888.1,p2BJAB0868,BJAB0868,ABUW_4006,51.24,,,96,,,,
108,CP003888.1,p2BJAB0868,BJAB0868,ABUW_4007,46.774,,,95,,,,
108,CP003888.1,p2BJAB0868,BJAB0868,ABUW_4094,46.591,,,79,,,,
109,CP000522.1,pAB1,ATCC 17978,ABUW_4004,,,,,,,,
109,CP000522.1,pAB1,ATCC 17978,ABUW_4005,,,,,,,,
109,CP000522.1,pAB1,ATCC 17978,ABUW_4006,,,,,,,,
109,CP000522.1,pAB1,ATCC 17978,ABUW_4007,,,,,,,,
109,CP000522.1,pAB1,ATCC 17978,ABUW_4094,,,,,,,,
110,CP000523.1,pAB2,ATCC 17978,ABUW_4004,,,,,,,,
110,CP000523.1,pAB2,ATCC 17978,ABUW_4005,,,,,,,,
110,CP000523.1,pAB2,ATCC 17978,ABUW_4006,,,,,,,,
110,CP000523.1,pAB2,ATCC 17978,ABUW_4007,,,,,,,,
110,CP000523.1,pAB2,ATCC 17978,ABUW_4094,,,,,,,,
111,CP006769.1,ZW85p2,ZW85-1,ABUW_4004,,,,,,,,
111,CP006769.1,ZW85p2,ZW85-1,ABUW_4005,,,,,,,,
111,CP006769.1,ZW85p2,ZW85-1,ABUW_4006,,,,,,,,
111,CP006769.1,ZW85p2,ZW85-1,ABUW_4007,,,,,,,,
111,CP006769.1,ZW85p2,ZW85-1,ABUW_4094,,,,,,,,
112,JN377410.2,pAbNDM-1,ZW85-1,ABUW_4004,40.464,,,91,,,,
112,JN377410.2,pAbNDM-1,ZW85-1,ABUW_4005,,,,,,,,
112,JN377410.2,pAbNDM-1,ZW85-1,ABUW_4006,,,,,,,,
112,JN377410.2,pAbNDM-1,ZW85-1,ABUW_4007,,,,,,,,
112,JN377410.2,pAbNDM-1,ZW85-1,ABUW_4094,,,,,,,,
113,CP007713.1,pABLAC1,LAC-4,ABUW_4004,,,,,,,,
113,CP007713.1,pABLAC1,LAC-4,ABUW_4005,,,,,,,,
113,CP007713.1,pABLAC1,LAC-4,ABUW_4006,,,,,,,,
113,CP007713.1,pABLAC1,LAC-4,ABUW_4007,,,,,,,,
113,CP007713.1,pABLAC1,LAC-4,ABUW_4094,,,,,,,,
114,CP007714.1,pABLAC2,LAC-4,ABUW_4004,,,,,,,,
114,CP007714.1,pABLAC2,LAC-4,ABUW_4005,,,,,,,,
114,CP007714.1,pABLAC2,LAC-4,ABUW_4006,,,,,,,,
114,CP007714.1,pABLAC2,LAC-4,ABUW_4007,,,,,,,,
114,CP007714.1,pABLAC2,LAC-4,ABUW_4094,,,,,,,,
115,CP008850.1,pAC29a,AC29,ABUW_4004,,,,,,,,
115,CP008850.1,pAC29a,AC29,ABUW_4005,,,,,,,,
115,CP008850.1,pAC29a,AC29,ABUW_4006,,,,,,,,
115,CP008850.1,pAC29a,AC29,ABUW_4007,,,,,,,,
115,CP008850.1,pAC29a,AC29,ABUW_4094,,,,,,,,
118,CP008708.1,p2AB5075,AB5075-UW,ABUW_4004,,,,,,,,
118,CP008708.1,p2AB5075,AB5075-UW,ABUW_4005,,,,,,,,
118,CP008708.1,p2AB5075,AB5075-UW,ABUW_4006,,,,,,,,
118,CP008708.1,p2AB5075,AB5075-UW,ABUW_4007,,,,,,,,
118,CP008708.1,p2AB5075,AB5075-UW,ABUW_4094,,,,,,,,
119,CP008709.1,p3AB5075,AB5075-UW,ABUW_4004,,,,,,,,
119,CP008709.1,p3AB5075,AB5075-UW,ABUW_4005,,,,,,,,
119,CP008709.1,p3AB5075,AB5075-UW,ABUW_4006,,,,,,,,
119,CP008709.1,p3AB5075,AB5075-UW,ABUW_4007,,,,,,,,
119,CP008709.1,p3AB5075,AB5075-UW,ABUW_4094,,,,,,,,
120,CM003320.1,pMRSN3405-6,MRSN 3405,ABUW_4004,,,,,,,,
120,CM003320.1,pMRSN3405-6,MRSN 3405,ABUW_4005,,,,,,,,
120,CM003320.1,pMRSN3405-6,MRSN 3405,ABUW_4006,,,,,,,,
120,CM003320.1,pMRSN3405-6,MRSN 3405,ABUW_4007,,,,,,,,
120,CM003320.1,pMRSN3405-6,MRSN 3405,ABUW_4094,,,,,,,,
121,CM003318.1,pMRSN3527-6,MRSN 3527,ABUW_4004,,,,,,,,
121,CM003318.1,pMRSN3527-6,MRSN 3527,ABUW_4005,,,,,,,,
121,CM003318.1,pMRSN3527-6,MRSN 3527,ABUW_4006,,,,,,,,
121,CM003318.1,pMRSN3527-6,MRSN 3527,ABUW_4007,,,,,,,,
121,CM003318.1,pMRSN3527-6,MRSN 3527,ABUW_4094,,,,,,,,
122,CM003319.1,pMRSN3942-6,MRSN 3942,ABUW_4004,,,,,,,,
122,CM003319.1,pMRSN3942-6,MRSN 3942,ABUW_4005,,,,,,,,
122,CM003319.1,pMRSN3942-6,MRSN 3942,ABUW_4006,,,,,,,,
122,CM003319.1,pMRSN3942-6,MRSN 3942,ABUW_4007,,,,,,,,
122,CM003319.1,pMRSN3942-6,MRSN 3942,ABUW_4094,,,,,,,,
