qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	qcovhsp	stitle	accession
AKA33575.1	gb|CP099791.1|	99.762	421	1	0	1	421	41723	42985	0.0	873.0	421	73034	100	100	Acinetobacter baumannii strain NCCP 15996 plasmid unnamed1, complete sequence	CP099791.1
AKA33575.1	gb|CP100306.1|	100.0	421	0	0	1	421	18789	20051	0.0	874.0	421	74294	100	100	Acinetobacter baumannii strain KBN10P05679 plasmid unnamed1, complete sequence	CP100306.1
AKA33575.1	emb|HG977523.1|	99.762	421	1	0	1	421	2764	4026	0.0	872.0	421	63720	100	100	Acinetobacter baumannii plasmid pCS01A, complete sequence	HG977523.1
AKA33575.1	emb|HG977527.1|	99.762	421	1	0	1	421	2764	4026	0.0	872.0	421	63795	100	100	Acinetobacter baumannii plasmid pCR17A, complete sequence	HG977527.1
AKA33575.1	gb|JAHPZP010000021.1|	99.762	421	1	0	1	421	7983	6721	0.0	873.0	421	70873	100	100	Acinetobacter baumannii plasmid pAci46a, whole genome shotgun sequence	JAHPZP010000021.1
AKA33575.1	gb|JN377410.2|	40.464	388	224	7	9	392	3486	4640	7.13e-89	295.0	421	48368	91	91	Acinetobacter baumannii ZW85-1 plasmid pAbNDM-1, complete sequence	JN377410.2
AKA33575.1	gb|KC503911.1|	40.464	388	224	7	9	392	3486	4640	7.12e-89	295.0	421	47098	91	91	Acinetobacter baumannii strain GF216 plasmid pNDM-AB, complete sequence	KC503911.1
AKA33575.1	gb|KF669606.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	70100	100	100	Acinetobacter baumannii strain G7 plasmid pAb-G7-2 transposon TnaphA6, complete sequence	KF669606.1
AKA33575.1	gb|KF889012.1|	99.762	421	1	0	1	421	61047	62309	0.0	873.0	421	65890	100	100	Acinetobacter baumannii TYTH-1 plasmid pAB_CC, complete sequence	KF889012.1
AKA33575.1	gb|KM051846.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	70102	100	100	Acinetobacter baumannii strain D72 plasmid pD72-2, complete sequence	KM051846.1
AKA33575.1	gb|KM922672.1|	83.673	392	64	0	1	392	20753	19578	0.0	700.0	421	77530	93	93	Acinetobacter baumannii strain A221 plasmid pAZJ221, complete sequence	KM922672.1
AKA33575.1	gb|KR535992.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	70098	100	100	Acinetobacter baumannii strain A105 plasmid pA105-1, complete sequence	KR535992.1
AKA33575.1	gb|KU549175.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	103871	100	100	Acinetobacter baumannii strain C13 plasmid pC13-2, complete sequence	KU549175.1
AKA33575.1	gb|KX230794.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	67025	100	100	Acinetobacter baumannii strain MAL plasmid pMAL-2, complete sequence	KX230794.1
AKA33575.1	gb|KY022424.1|	100.0	421	0	0	1	421	30855	32117	0.0	874.0	421	82667	100	100	Acinetobacter baumannii strain Ab8098 plasmid pAb8098, complete sequence	KY022424.1
AKA33575.1	emb|LT984690.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	79598	100	100	Acinetobacter baumannii isolate K50 genome assembly, plasmid: I	LT984690.1
AKA33575.1	gb|MG954377.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	123432	100	100	Acinetobacter baumannii strain SGH9601 plasmid pS21-2, complete sequence	MG954377.1
AKA33575.1	gb|MG954379.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	70833	100	100	Acinetobacter baumannii strain SGH0905 plasmid pS32-2, complete sequence	MG954379.1
AKA33575.1	gb|MK053932.1|	40.464	388	224	7	9	392	3486	4640	7.12e-89	295.0	421	47283	91	91	Acinetobacter baumannii strain IEC383 plasmid pIEC383	MK053932.1
AKA33575.1	gb|MK243454.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	66886	100	100	Acinetobacter baumannii strain 09A16CRGN0014 plasmid pCRA914-67, complete sequence	MK243454.1
AKA33575.1	gb|MK386681.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	74241	100	100	Acinetobacter baumannii strain ABAY09008 plasmid pABAY09008_1B, complete sequence	MK386681.1
AKA33575.1	gb|MK386682.1|	83.673	392	64	0	1	392	43989	45164	0.0	700.0	421	54627	93	93	Acinetobacter baumannii strain ABAY10001 plasmid pABAY10001_1C, complete sequence	MK386682.1
AKA33575.1	gb|MK531538.1|	100.0	421	0	0	1	421	2572	3834	0.0	874.0	421	67441	100	100	Acinetobacter baumannii strain MC23 plasmid pMC23.1, complete sequence	MK531538.1
AKA33575.1	gb|MT002974.1|	40.464	388	224	7	9	392	37602	36448	7.1e-89	295.0	421	41087	91	91	Acinetobacter baumannii strain AB17 plasmid pAB17, complete sequence	MT002974.1
AKA33576.1	gb|AEOY01000095.1|	100.0	174	0	0	1	174	3996	4517	3.7799999999999997e-106	333.0	174	63320	100	100	Acinetobacter baumannii 3990 plasmid p1ABST2, whole genome shotgun sequence	AEOY01000095.1
AKA33576.1	gb|AFDB02000004.1|	100.0	174	0	0	1	174	48870	49391	3.7799999999999997e-106	333.0	174	67012	100	100	Acinetobacter baumannii Naval-81 plasmid pNaval81-67, complete sequence, whole genome shotgun sequence	AFDB02000004.1
AKA33576.1	gb|AFDL01000006.1|	100.0	174	0	0	1	174	24567	24046	3.7799999999999997e-106	333.0	174	69518	100	100	Acinetobacter baumannii OIFC143 plasmid pOIFC143-70, whole genome shotgun sequence	AFDL01000006.1
AKA33576.1	gb|ALII01000020.1|	100.0	174	0	0	1	174	8040	7519	3.7799999999999997e-106	333.0	174	67025	100	100	Acinetobacter baumannii IS-123 plasmid pIS123-67, complete sequence, whole genome shotgun sequence	ALII01000020.1
AKA33576.1	dbj|AP023078.1|	100.0	174	0	0	1	174	64852	65373	3.7799999999999997e-106	333.0	174	73028	100	100	Acinetobacter baumannii OCU_Ac16a plasmid pOCU_Ac16a_1 DNA, complete sequence	AP023078.1
AKA33576.1	gb|AYOH01000010.2|	100.0	174	0	0	1	174	68547	69068	3.7799999999999997e-106	333.0	174	74089	100	100	Acinetobacter baumannii UH9907 plasmid pABUH1-74, whole genome shotgun sequence	AYOH01000010.2
AKA33576.1	gb|CM009084.2|	100.0	174	0	0	1	174	44332	44853	3.7799999999999997e-106	333.0	174	62339	100	100	Acinetobacter baumannii strain ZQ9 plasmid p2ZQ9, complete sequence, whole genome shotgun sequence	CM009084.2
AKA33576.1	gb|CM009650.1|	100.0	174	0	0	1	174	23006	22485	3.7799999999999997e-106	333.0	174	68115	100	100	Acinetobacter baumannii strain ZQ3 plasmid p4ZQ3, complete sequence, whole genome shotgun sequence	CM009650.1
AKA33576.1	gb|CP000865.1|	100.0	174	0	0	1	174	3997	4518	3.7799999999999997e-106	333.0	174	64366	100	100	Acinetobacter baumannii ACICU plasmid pACICU2, complete sequence	CP000865.1
AKA33576.1	gb|CP001922.1|	100.0	174	0	0	1	174	54274	54795	3.7799999999999997e-106	333.0	174	74451	100	100	Acinetobacter baumannii 1656-2 plasmid ABKp1, complete sequence	CP001922.1
AKA33576.1	gb|CP002524.1|	100.0	174	0	0	1	174	34111	34632	3.7799999999999997e-106	333.0	174	70894	100	100	Acinetobacter baumannii TCDC-AB0715 plasmid p2ABTCDC0715, complete sequence	CP002524.1
AKA33576.1	gb|CP003501.1|	55.975	159	68	1	1	157	11577	11101	9.55e-58	194.0	174	77528	90	90	Acinetobacter baumannii MDR-TJ plasmid pABTJ1, complete sequence	CP003501.1
AKA33576.1	gb|CP003887.1|	55.975	159	68	1	1	157	19549	19073	9.55e-58	194.0	174	70170	90	90	Acinetobacter baumannii BJAB07104 plasmid p1BJAB07104, complete sequence	CP003887.1
AKA33576.1	gb|CP003888.1|	55.975	159	68	1	1	157	19549	19073	9.55e-58	194.0	174	70167	90	90	Acinetobacter baumannii BJAB0868 plasmid p2BJAB0868, complete sequence	CP003888.1
AKA33576.1	gb|CP007580.1|	100.0	174	0	0	1	174	48482	49003	3.7799999999999997e-106	333.0	174	71433	100	100	Acinetobacter baumannii AC30 plasmid pAC30c, complete sequence	CP007580.1
AKA33576.1	gb|CP008707.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	83610	100	100	Acinetobacter baumannii strain AB5075-UW plasmid p1AB5075, complete sequence	CP008707.1
AKA33576.1	gb|CP008851.1|	100.0	174	0	0	1	174	23066	22545	3.7799999999999997e-106	333.0	174	74749	100	100	Acinetobacter baumannii strain AC29 plasmid pAC29b, complete sequence	CP008851.1
AKA33576.1	gb|CP012008.1|	100.0	174	0	0	1	174	3698	3177	3.7799999999999997e-106	333.0	174	87569	100	100	Acinetobacter baumannii Ab04-mff plasmid pAB04-2, complete sequence	CP012008.1
AKA33576.1	gb|CP014216.1|	100.0	174	0	0	1	174	59521	60042	3.7799999999999997e-106	333.0	174	74241	100	100	Acinetobacter baumannii strain YU-R612 plasmid unnamed1, complete sequence	CP014216.1
AKA33576.1	gb|CP014292.1|	100.0	174	0	0	1	174	74745	74224	3.7799999999999997e-106	333.0	174	84967	100	100	Acinetobacter baumannii strain AB34299 plasmid unnamed1, complete sequence	CP014292.1
AKA33576.1	gb|CP015366.1|	100.0	174	0	0	1	174	46761	46240	3.7799999999999997e-106	333.0	174	80546	100	100	Acinetobacter baumannii strain 3207 plasmid pAba3207b, complete sequence	CP015366.1
AKA33576.1	gb|CP016297.1|	100.0	174	0	0	1	174	44520	45041	3.7799999999999997e-106	333.0	174	74090	100	100	Acinetobacter baumannii strain CMC-CR-MDR-Ab4 plasmid pCMCVTAb2-Ab4, complete sequence	CP016297.1
AKA33576.1	gb|CP016302.1|	100.0	174	0	0	1	174	43625	44146	3.7799999999999997e-106	333.0	174	73188	100	100	Acinetobacter baumannii strain CMC-CR-MDR-Ab66 plasmid pCMCVTAb2-Ab66, complete sequence	CP016302.1
AKA33576.1	gb|CP017645.1|	100.0	174	0	0	1	174	67001	66480	3.7799999999999997e-106	333.0	174	81227	100	100	Acinetobacter baumannii strain KAB02 plasmid, partial sequence	CP017645.1
AKA33576.1	gb|CP017647.1|	100.0	174	0	0	1	174	20684	20163	3.7799999999999997e-106	333.0	174	73891	100	100	Acinetobacter baumannii strain KAB03 plasmid, complete sequence	CP017647.1
AKA33576.1	gb|CP017649.1|	100.0	174	0	0	1	174	39748	40269	3.7799999999999997e-106	333.0	174	121485	100	100	Acinetobacter baumannii strain KAB04 plasmid, complete sequence	CP017649.1
AKA33576.1	gb|CP017651.1|	100.0	174	0	0	1	174	50620	51141	3.7799999999999997e-106	333.0	174	70884	100	100	Acinetobacter baumannii strain KAB05 plasmid, complete sequence	CP017651.1
AKA33576.1	gb|CP017653.1|	100.0	174	0	0	1	174	121	642	3.7799999999999997e-106	333.0	174	70884	100	100	Acinetobacter baumannii strain KAB06 plasmid, complete sequence	CP017653.1
AKA33576.1	gb|CP017655.1|	100.0	174	0	0	1	174	31827	32348	3.7799999999999997e-106	333.0	174	72073	100	100	Acinetobacter baumannii strain KAB07 plasmid pKAB07, complete genome	CP017655.1
AKA33576.1	gb|CP017657.1|	100.0	174	0	0	1	174	38151	38672	3.7799999999999997e-106	333.0	174	101406	100	100	Acinetobacter baumannii strain KAB08 plasmid, complete sequence	CP017657.1
AKA33576.1	gb|CP018144.1|	55.975	159	68	1	1	157	30039	30515	9.55e-58	194.0	174	77513	90	90	Acinetobacter baumannii strain HRAB-85 plasmid, complete sequence	CP018144.1
AKA33576.1	gb|CP018422.1|	55.975	159	68	1	1	157	47485	47009	9.55e-58	194.0	174	69069	90	90	Acinetobacter baumannii strain XDR-BJ83 plasmid pBJ83, complete genome	CP018422.1
AKA33576.1	gb|CP019115.1|	100.0	174	0	0	1	174	49404	49925	3.7799999999999997e-106	333.0	174	75390	100	100	Acinetobacter baumannii strain MDR-CQ plasmid pMDR-CQ, complete sequence	CP019115.1
AKA33576.1	gb|CP020573.1|	100.0	174	0	0	1	174	54663	54142	3.7799999999999997e-106	333.0	174	74241	100	100	Acinetobacter baumannii strain 15A5 plasmid p15A5_1, complete sequence	CP020573.1
AKA33576.1	gb|CP020577.1|	100.0	174	0	0	1	174	52879	52358	3.7799999999999997e-106	333.0	174	73264	100	100	Acinetobacter baumannii strain SSA12 plasmid pSSA12_1, complete sequence	CP020577.1
AKA33576.1	gb|CP020580.1|	100.0	174	0	0	1	174	74080	73559	3.7799999999999997e-106	333.0	174	90973	100	100	Acinetobacter baumannii strain SSMA17 plasmid pSSMA17_1, complete sequence	CP020580.1
AKA33576.1	gb|CP020582.1|	100.0	174	0	0	1	174	34930	34409	3.7799999999999997e-106	333.0	174	90972	100	100	Acinetobacter baumannii strain JBA13 plasmid pJBA13_1, complete sequence	CP020582.1
AKA33576.1	gb|CP020589.1|	100.0	174	0	0	1	174	25293	25814	3.7799999999999997e-106	333.0	174	72076	100	100	Acinetobacter baumannii strain 15A34 plasmid p15A34_1, complete sequence	CP020589.1
AKA33576.1	gb|CP020593.1|	100.0	174	0	0	1	174	71466	71987	3.7799999999999997e-106	333.0	174	74241	100	100	Acinetobacter baumannii strain USA2 plasmid pUSA2_1, complete sequence	CP020593.1
AKA33576.1	gb|CP020594.1|	100.0	174	0	0	1	174	32105	32626	3.7799999999999997e-106	333.0	174	98301	100	100	Acinetobacter baumannii strain USA15 plasmid pUSA15_1, complete sequence	CP020594.1
AKA33576.1	gb|CP021322.1|	100.0	174	0	0	1	174	40079	40600	3.7799999999999997e-106	333.0	174	64557	100	100	Acinetobacter baumannii strain XH731 plasmid pXH731, complete sequence	CP021322.1
AKA33576.1	gb|CP021787.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	86334	100	100	Acinetobacter baumannii strain A85 plasmid pA85-3, complete sequence	CP021787.1
AKA33576.1	gb|CP023028.1|	100.0	174	0	0	1	174	104794	105315	3.7799999999999997e-106	333.0	174	110728	100	100	Acinetobacter baumannii strain 10042 plasmid pAba10042b, complete sequence	CP023028.1
AKA33576.1	gb|CP023030.1|	100.0	174	0	0	1	174	15728	16249	3.7799999999999997e-106	333.0	174	95206	100	100	Acinetobacter baumannii strain 9102 plasmid pAba9102a, complete sequence	CP023030.1
AKA33576.1	gb|CP023033.1|	100.0	174	0	0	1	174	46761	46240	3.7799999999999997e-106	333.0	174	80546	100	100	Acinetobacter baumannii strain 7847 plasmid pAba7847b, complete sequence	CP023033.1
AKA33576.1	gb|CP024578.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	79335	100	100	Acinetobacter baumannii strain AbPK1 plasmid pAbPK1b, complete sequence	CP024578.1
AKA33576.1	gb|CP025267.1|	100.0	174	0	0	1	174	19223	19744	3.7799999999999997e-106	333.0	174	74241	100	100	Acinetobacter baumannii isolate SMC_Paed_Ab_BL01 plasmid pSMC_AB_BL01_1, complete sequence	CP025267.1
AKA33576.1	gb|CP026706.1|	100.0	174	0	0	1	174	56034	55513	3.7799999999999997e-106	333.0	174	72105	100	100	Acinetobacter baumannii strain AR_0056 plasmid tig00000059_pilon, complete sequence	CP026706.1
AKA33576.1	gb|CP026712.1|	100.0	174	0	0	1	174	26888	26367	3.7799999999999997e-106	333.0	174	72990	100	100	Acinetobacter baumannii strain AR_0063 plasmid unitig_2_pilon, complete sequence	CP026712.1
AKA33576.1	gb|CP026946.1|	100.0	174	0	0	1	174	25642	26163	3.7799999999999997e-106	333.0	174	72204	100	100	Acinetobacter baumannii strain S1 plasmid pAbS1_03	CP026946.1
AKA33576.1	gb|CP027243.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70796	100	100	Acinetobacter baumannii strain WCHAB005078 plasmid p1_005078, complete sequence	CP027243.1
AKA33576.1	gb|CP029571.1|	100.0	174	0	0	1	174	4236	4757	3.7799999999999997e-106	333.0	174	71234	100	100	Acinetobacter baumannii strain DA33098 plasmid pDA33098-71, complete sequence	CP029571.1
AKA33576.1	gb|CP030109.1|	100.0	174	0	0	1	174	47763	48284	3.7799999999999997e-106	333.0	174	84678	100	100	Acinetobacter baumannii strain DA33382 plasmid pDA33382-85, complete sequence	CP030109.1
AKA33576.1	gb|CP031382.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70101	100	100	Acinetobacter baumannii ACICU plasmid pACICU2, complete sequence	CP031382.1
AKA33576.1	gb|CP033245.1|	100.0	174	0	0	1	174	46762	46241	3.7799999999999997e-106	333.0	174	80548	100	100	Acinetobacter baumannii strain 7835 plasmid pAba7835b, complete sequence	CP033245.1
AKA33576.1	gb|CP035047.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	74091	100	100	Acinetobacter baumannii strain ABUH793 plasmid p74.1Kbp, complete sequence	CP035047.1
AKA33576.1	gb|CP036286.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	71234	100	100	Acinetobacter baumannii strain TG60155 plasmid p60155_3, complete sequence	CP036286.1
AKA33576.1	gb|CP038264.1|	100.0	174	0	0	1	174	64182	64703	3.7799999999999997e-106	333.0	174	76956	100	100	Acinetobacter baumannii strain EC plasmid pEC_gr6, complete sequence	CP038264.1
AKA33576.1	gb|CP039994.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	71233	100	100	Acinetobacter baumannii strain TG22182 plasmid pTG22182_1, complete sequence	CP039994.1
AKA33576.1	gb|CP040043.1|	100.0	174	0	0	1	174	4582	5103	3.7799999999999997e-106	333.0	174	82500	100	100	Acinetobacter baumannii strain VB958 plasmid unnamed3, complete sequence	CP040043.1
AKA33576.1	gb|CP042842.1|	100.0	174	0	0	1	174	29127	29648	3.7799999999999997e-106	333.0	174	67023	100	100	Acinetobacter baumannii strain ATCC BAA-1790 plasmid unnamed, complete sequence	CP042842.1
AKA33576.1	gb|CP048134.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	74916	100	100	Acinetobacter baumannii strain D46 plasmid pD46-3, complete sequence	CP048134.1
AKA33576.1	gb|CP050392.1|	99.425	174	1	0	1	174	3803	4324	4.21e-105	330.0	174	70712	100	100	Acinetobacter baumannii strain VB11737 plasmid pVB11737_1, complete sequence	CP050392.1
AKA33576.1	gb|CP050404.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	99090	100	100	Acinetobacter baumannii strain VB2486 plasmid pVB2486_1, complete sequence	CP050404.1
AKA33576.1	gb|CP050413.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70098	100	100	Acinetobacter baumannii strain PM192696 plasmid pPM192696_1, complete sequence	CP050413.1
AKA33576.1	gb|CP050909.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	71194	100	100	Acinetobacter baumannii strain DT-Ab022 plasmid unnamed2, complete sequence	CP050909.1
AKA33576.1	gb|CP050912.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	71194	100	100	Acinetobacter baumannii strain DT-Ab020 plasmid unnamed1, complete sequence	CP050912.1
AKA33576.1	gb|CP050915.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	92021	100	100	Acinetobacter baumannii strain DT-Ab007 plasmid unnamed1, complete sequence	CP050915.1
AKA33576.1	gb|CP050917.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	71194	100	100	Acinetobacter baumannii strain DT-Ab003 plasmid unnamed1, complete sequence	CP050917.1
AKA33576.1	gb|CP061516.1|	100.0	174	0	0	1	174	18947	19468	3.7799999999999997e-106	333.0	174	83626	100	100	Acinetobacter baumannii strain CFSAN093710 plasmid pCFSAN093710_2, complete sequence	CP061516.1
AKA33576.1	gb|CP062921.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	72831	100	100	Acinetobacter baumannii strain Res13-Abat-PEA21-P4-01-A plasmid unnamed1836, complete sequence	CP062921.1
AKA33576.1	gb|CP066230.1|	100.0	174	0	0	1	174	69659	70180	3.7799999999999997e-106	333.0	174	73339	100	100	Acinetobacter baumannii strain G20AB011 plasmid pG20AB011-1, complete sequence	CP066230.1
AKA33576.1	gb|CP066233.1|	100.0	174	0	0	1	174	53962	54483	3.7799999999999997e-106	333.0	174	73360	100	100	Acinetobacter baumannii strain G20AB010 plasmid pG20AB010-1, complete sequence	CP066233.1
AKA33576.1	gb|CP066236.1|	100.0	174	0	0	1	174	49528	49007	3.7799999999999997e-106	333.0	174	73361	100	100	Acinetobacter baumannii strain G20AB009 plasmid pG20AB009-1, complete sequence	CP066236.1
AKA33576.1	gb|CP066238.1|	100.0	174	0	0	1	174	24591	25112	3.7799999999999997e-106	333.0	174	73361	100	100	Acinetobacter baumannii strain G20AB007 plasmid pG20AB007-1, complete sequence	CP066238.1
AKA33576.1	gb|CP069841.1|	100.0	174	0	0	1	174	21942	21421	3.7799999999999997e-106	333.0	174	76933	100	100	Acinetobacter baumannii strain FDAARGOS_1360 plasmid unnamed1, complete sequence	CP069841.1
AKA33576.1	gb|CP072124.1|	99.425	174	1	0	1	174	3803	4324	4.21e-105	330.0	174	87529	100	100	Acinetobacter baumannii strain KSK1 plasmid p2KSK1, complete sequence	CP072124.1
AKA33576.1	gb|CP072272.1|	99.425	174	1	0	1	174	45532	46053	4.21e-105	330.0	174	68224	100	100	Acinetobacter baumannii strain KSK6 plasmid p2KSK6, complete sequence	CP072272.1
AKA33576.1	gb|CP072277.1|	99.425	174	1	0	1	174	45532	46053	4.21e-105	330.0	174	68225	100	100	Acinetobacter baumannii strain KSK7 plasmid p2KSK7, complete sequence	CP072277.1
AKA33576.1	gb|CP072282.1|	99.425	174	1	0	1	174	3803	4324	4.21e-105	330.0	174	87529	100	100	Acinetobacter baumannii strain KSK10 plasmid p2KSK10, complete sequence	CP072282.1
AKA33576.1	gb|CP072287.1|	99.425	174	1	0	1	174	3803	4324	4.21e-105	330.0	174	87529	100	100	Acinetobacter baumannii strain KSK11 plasmid p2KSK11, complete sequence	CP072287.1
AKA33576.1	gb|CP072292.1|	99.425	174	1	0	1	174	45532	46053	4.21e-105	330.0	174	68225	100	100	Acinetobacter baumannii strain KSK18 plasmid p2KSK18, complete sequence	CP072292.1
AKA33576.1	gb|CP072297.1|	99.425	174	1	0	1	174	3803	4324	4.21e-105	330.0	174	87529	100	100	Acinetobacter baumannii strain KSK19 plasmid p2KSK19, complete sequence	CP072297.1
AKA33576.1	gb|CP072302.1|	99.425	174	1	0	1	174	22915	22394	4.21e-105	330.0	174	68309	100	100	Acinetobacter baumannii strain KSK20 plasmid p2KSK20, complete sequence	CP072302.1
AKA33576.1	gb|CP072400.1|	99.425	174	1	0	1	174	3803	4324	4.21e-105	330.0	174	87529	100	100	Acinetobacter baumannii strain KSK2 plasmid p2KSK2, complete sequence	CP072400.1
AKA33576.1	gb|CP076802.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	88371	100	100	Acinetobacter baumannii strain UC25604 plasmid p1UC25604, complete sequence	CP076802.1
AKA33576.1	gb|CP076805.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	105056	100	100	Acinetobacter baumannii strain UC24371 plasmid p1UC24371, complete sequence	CP076805.1
AKA33576.1	gb|CP076818.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	99399	100	100	Acinetobacter baumannii strain UC24137 plasmid p1UC24137, complete sequence	CP076818.1
AKA33576.1	gb|CP077833.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	84262	100	100	Acinetobacter baumannii strain DETAB-P43 plasmid pDETAB7d, complete sequence	CP077833.1
AKA33576.1	gb|CP077836.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	73444	100	100	Acinetobacter baumannii strain DETAB-P65 plasmid pDETAB7b, complete sequence	CP077836.1
AKA33576.1	gb|CP077838.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	72258	100	100	Acinetobacter baumannii strain DETAB-E159 plasmid pDETAB7a, complete sequence	CP077838.1
AKA33576.1	gb|CP077841.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70789	100	100	Acinetobacter baumannii strain DETAB-P90 plasmid pDETAB16, complete sequence	CP077841.1
AKA33576.1	gb|CP077847.1|	99.425	174	1	0	1	174	3803	4324	4.5e-106	333.0	174	70426	100	100	Acinetobacter baumannii strain DETAB-P24 plasmid pDETAB8, complete sequence	CP077847.1
AKA33576.1	gb|CP082219.1|	100.0	174	0	0	1	174	61896	62417	3.7799999999999997e-106	333.0	174	78023	100	100	Acinetobacter baumannii strain 2018BJAB2 plasmid p2018BJAB2, complete sequence	CP082219.1
AKA33576.1	gb|CP082220.1|	100.0	174	0	0	1	174	62768	63289	3.7799999999999997e-106	333.0	174	78024	100	100	Acinetobacter baumannii strain 2018BJAB1 plasmid p2018BJAB1, complete sequence	CP082220.1
AKA33576.1	gb|CP082221.1|	100.0	174	0	0	1	174	62767	63288	3.7799999999999997e-106	333.0	174	78022	100	100	Acinetobacter baumannii strain 2018TJAB1 plasmid p2018TJAB1, complete sequence	CP082221.1
AKA33576.1	gb|CP082222.1|	55.975	159	68	1	1	157	65971	66447	9.55e-58	194.0	174	77531	90	90	Acinetobacter baumannii strain 2014TJAB1 plasmid p2014TJAB1, complete sequence	CP082222.1
AKA33576.1	gb|CP082225.1|	55.975	159	68	1	1	157	65985	66461	9.55e-58	194.0	174	77530	90	90	Acinetobacter baumannii strain 2014BJAB1 plasmid p2014BJAB1, complete sequence	CP082225.1
AKA33576.1	gb|CP082226.1|	100.0	119	0	0	1	119	62728	63084	1e-86	248.0	174	77943	100	68	Acinetobacter baumannii strain 2016BJAB1 plasmid p2016BJAB1, complete sequence	CP082226.1
AKA33576.1	gb|CP082228.1|	100.0	174	0	0	1	174	62832	63353	3.7799999999999997e-106	333.0	174	78030	100	100	Acinetobacter baumannii strain 2018HLJAB2 plasmid p2018HLJAB2, complete sequence	CP082228.1
AKA33576.1	gb|CP082889.1|	55.975	159	68	1	1	157	65979	66455	9.55e-58	194.0	174	77537	90	90	Acinetobacter baumannii strain 2014LNAB1 plasmid p2014LNAB1-2, complete sequence	CP082889.1
AKA33576.1	gb|CP082892.1|	55.975	159	68	1	1	157	65975	66451	9.55e-58	194.0	174	77530	90	90	Acinetobacter baumannii strain 2016LNAB1 plasmid p2016LNAB1-2, complete sequence	CP082892.1
AKA33576.1	gb|CP082895.1|	100.0	174	0	0	1	174	62756	63277	3.7799999999999997e-106	333.0	174	78023	100	100	Acinetobacter baumannii strain 2018HBAB1 plasmid p2018HBAB1-2, complete sequence	CP082895.1
AKA33576.1	gb|CP084723.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	69524	100	100	Acinetobacter baumannii strain HKU7 plasmid pHKU7b, complete sequence	CP084723.1
AKA33576.1	gb|CP084726.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	69524	100	100	Acinetobacter baumannii strain HKU6 plasmid pHKU6b, complete sequence	CP084726.1
AKA33576.1	gb|CP084729.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	69524	100	100	Acinetobacter baumannii strain HKU5 plasmid pHKU5b, complete sequence	CP084729.1
AKA33576.1	gb|CP084732.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	69524	100	100	Acinetobacter baumannii strain HKU4 plasmid pHKU4b, complete sequence	CP084732.1
